# t alphaD area se kMix epsMix kC kD epsC epsD ReLambdaC ReLambdaD uAvgCx uAvgCy uAvgCz uAvgDx uAvgDy uAvgDz
1.0000000000000001e-01 6.5913310000000003e-02 3.3410499999999999e+01 4.6048710000000000e-03 9.3965290000000001e-01 4.4819809999999999e-01 1.0002940000000000e+00 8.0275479999999999e-01 4.6914790000000001e-01 1.5130890000000000e-01 8.5820670000000007e+01 1.2127459999999999e+01 2.5667039999999999e-02 1.0198260000000001e-02 -2.1577579999999999e-02 -2.2465969999999999e-01 -2.8237469999999998e-01 4.5697359999999998e-01
1.1000000000000000e-01 6.5913310000000003e-02 3.3724139999999998e+01 4.6480999999999996e-03 9.3958920000000001e-01 4.4757710000000001e-01 1.0002830000000000e+00 7.9464740000000000e-01 4.6896199999999999e-01 1.4452160000000000e-01 8.5836720000000000e+01 1.2283650000000000e+01 2.5679919999999998e-02 1.0192980000000001e-02 -2.1553300000000001e-02 -2.2620029999999999e-01 -2.8279399999999999e-01 4.5400020000000002e-01
1.2000000000000000e-01 6.5913310000000003e-02 3.4040559999999999e+01 4.6917100000000000e-03 9.3953399999999998e-01 4.4708090000000000e-01 1.0002750000000000e+00 7.8726719999999994e-01 4.6884439999999999e-01 1.3866029999999999e-01 8.5846869999999996e+01 1.2424110000000001e+01 2.5692580000000000e-02 1.0187520000000000e-02 -2.1528490000000001e-02 -2.2775339999999999e-01 -2.8313600000000000e-01 4.5089689999999999e-01
1.3000000000000000e-01 6.5913310000000003e-02 3.4360050000000001e+01 4.7357440000000001e-03 9.3948540000000003e-01 4.4669229999999999e-01 1.0002709999999999e+00 7.8054040000000002e-01 4.6878750000000002e-01 1.3357110000000000e-01 8.5851690000000005e+01 1.2550430000000000e+01 2.5704959999999999e-02 1.0181839999999999e-02 -2.1503209999999998e-02 -2.2931420000000000e-01 -2.8339750000000002e-01 4.4766820000000002e-01
1.4000000000000001e-01 6.5913310000000003e-02 3.4682910000000000e+01 4.7802430000000000e-03 9.3944229999999995e-01 4.4639679999999998e-01 1.0002679999999999e+00 7.7440310000000001e-01 4.6878419999999998e-01 1.2913510000000000e-01 8.5851740000000007e+01 1.2663800000000000e+01 2.5716920000000001e-02 1.0175850000000000e-02 -2.1477619999999999e-02 -2.3087710000000000e-01 -2.8357520000000003e-01 4.4432090000000002e-01
1.4999999999999999e-01 6.5913310000000003e-02 3.5008969999999998e+01 4.8251839999999997e-03 9.3940369999999995e-01 4.4618350000000001e-01 1.0002660000000001e+00 7.6879960000000003e-01 4.6883029999999998e-01 1.2524679999999999e-01 8.5847369999999998e+01 1.2765829999999999e+01 2.5728419999999998e-02 1.0169490000000000e-02 -2.1451880000000000e-02 -2.3243820000000001e-01 -2.8366599999999997e-01 4.4086160000000002e-01
1.6000000000000000e-01 6.5913310000000003e-02 3.5338729999999998e+01 4.8706330000000001e-03 9.3936889999999995e-01 4.4603820000000000e-01 1.0002650000000000e+00 7.6367790000000002e-01 4.6891630000000001e-01 1.2182120000000000e-01 8.5839380000000006e+01 1.2857839999999999e+01 2.5739300000000000e-02 1.0162710000000000e-02 -2.1425890000000000e-02 -2.3399300000000001e-01 -2.8366750000000002e-01 4.3729400000000002e-01
1.7000000000000001e-01 6.5913310000000003e-02 3.5672600000000003e+01 4.9166499999999998e-03 9.3933699999999998e-01 4.4595160000000000e-01 1.0002640000000000e+00 7.5899430000000001e-01 4.6903750000000000e-01 1.1879060000000000e-01 8.5828199999999995e+01 1.2940960000000000e+01 2.5749569999999999e-02 1.0155150000000000e-02 -2.1399820000000000e-02 -2.3554010000000000e-01 -2.8357280000000001e-01 4.3362580000000001e-01
1.7999999999999999e-01 6.5913310000000003e-02 3.6011110000000002e+01 4.9633059999999998e-03 9.3930749999999996e-01 4.4591890000000001e-01 1.0002620000000000e+00 7.5471630000000001e-01 4.6919200000000000e-01 1.1610560000000000e-01 8.5813940000000002e+01 1.3015960000000000e+01 2.5759100000000000e-02 1.0146950000000000e-02 -2.1374120000000000e-02 -2.3707660000000000e-01 -2.8338269999999999e-01 4.2986920000000001e-01
1.9000000000000000e-01 6.5913310000000003e-02 3.6353839999999998e+01 5.0105439999999996e-03 9.3928029999999996e-01 4.4593319999999997e-01 1.0002610000000001e+00 7.5080599999999997e-01 4.6937600000000002e-01 1.1371580000000001e-01 8.5796989999999994e+01 1.3083880000000001e+01 2.5767820000000000e-02 1.0138450000000000e-02 -2.1348579999999999e-02 -2.3860129999999999e-01 -2.8310109999999999e-01 4.2602820000000002e-01
2.0000000000000001e-01 6.5913310000000003e-02 3.6702410000000000e+01 5.0585850000000000e-03 9.3925550000000002e-01 4.4599569999999999e-01 1.0002590000000000e+00 7.4722949999999999e-01 4.6959289999999998e-01 1.1158980000000000e-01 8.5777050000000003e+01 1.3145009999999999e+01 2.5775949999999999e-02 1.0129360000000000e-02 -2.1322799999999999e-02 -2.4011740000000001e-01 -2.8272330000000001e-01 4.2210399999999998e-01
2.0999999999999999e-01 6.5913310000000003e-02 3.7056049999999999e+01 5.1073270000000000e-03 9.3923239999999997e-01 4.4610460000000002e-01 1.0002570000000000e+00 7.4397120000000005e-01 4.6984280000000000e-01 1.0969980000000000e-01 8.5754080000000002e+01 1.3199960000000001e+01 2.5783130000000001e-02 1.0119870000000000e-02 -2.1297409999999999e-02 -2.4162149999999999e-01 -2.8225220000000001e-01 4.1811229999999999e-01
2.2000000000000000e-01 6.5913310000000003e-02 3.7414969999999997e+01 5.1567959999999999e-03 9.3921149999999998e-01 4.4625270000000000e-01 1.0002560000000000e+00 7.4099579999999998e-01 4.7012019999999999e-01 1.0801570000000001e-01 8.5728660000000005e+01 1.3249260000000000e+01 2.5789639999999999e-02 1.0110090000000000e-02 -2.1271749999999999e-02 -2.4312010000000001e-01 -2.8169030000000000e-01 4.1405120000000001e-01
2.3000000000000001e-01 6.5913310000000003e-02 3.7780870000000000e+01 5.2072270000000000e-03 9.3919220000000003e-01 4.4643480000000002e-01 1.0002540000000000e+00 7.3829460000000002e-01 4.7042099999999998e-01 1.0651550000000000e-01 8.5701099999999997e+01 1.3293600000000000e+01 2.5795450000000001e-02 1.0099469999999999e-02 -2.1245810000000000e-02 -2.4461550000000001e-01 -2.8103139999999999e-01 4.0992849999999997e-01
2.3999999999999999e-01 6.5913310000000003e-02 3.8152709999999999e+01 5.2584759999999998e-03 9.3917410000000001e-01 4.4664820000000000e-01 1.0002519999999999e+00 7.3586280000000004e-01 4.7074339999999998e-01 1.0518390000000000e-01 8.5671539999999993e+01 1.3333420000000000e+01 2.5800409999999999e-02 1.0088629999999999e-02 -2.1219950000000001e-02 -2.4610920000000000e-01 -2.8028619999999999e-01 4.0575770000000000e-01
2.5000000000000000e-01 6.5913310000000003e-02 3.8529969999999999e+01 5.3104729999999996e-03 9.3915720000000003e-01 4.4688660000000002e-01 1.0002489999999999e+00 7.3368529999999998e-01 4.7108159999999999e-01 1.0400890000000000e-01 8.5640540000000001e+01 1.3368840000000001e+01 2.5805209999999999e-02 1.0077549999999999e-02 -2.1193739999999999e-02 -2.4761410000000000e-01 -2.7945750000000003e-01 4.0154089999999998e-01
2.6000000000000001e-01 6.5913310000000003e-02 3.8913139999999999e+01 5.3632840000000003e-03 9.3914169999999997e-01 4.4714330000000002e-01 1.0002460000000000e+00 7.3174969999999995e-01 4.7142919999999999e-01 1.0297770000000001e-01 8.5608710000000002e+01 1.3400160000000000e+01 2.5810099999999999e-02 1.0066130000000000e-02 -2.1167310000000002e-02 -2.4913640000000001e-01 -2.7854750000000000e-01 3.9728890000000000e-01
2.7000000000000002e-01 6.5913310000000003e-02 3.9302059999999997e+01 5.4168879999999999e-03 9.3912739999999995e-01 4.4741439999999999e-01 1.0002430000000000e+00 7.3005330000000002e-01 4.7178280000000000e-01 1.0207970000000000e-01 8.5576340000000002e+01 1.3427780000000000e+01 2.5814890000000000e-02 1.0054400000000000e-02 -2.1140670000000000e-02 -2.5067610000000001e-01 -2.7756100000000000e-01 3.9301000000000003e-01
2.8000000000000003e-01 6.5913310000000003e-02 3.9697279999999999e+01 5.4713599999999998e-03 9.3911449999999996e-01 4.4769450000000000e-01 1.0002390000000001e+00 7.2858829999999997e-01 4.7213749999999999e-01 1.0130140000000000e-01 8.5543869999999998e+01 1.3452209999999999e+01 2.5819479999999999e-02 1.0042330000000000e-02 -2.1113960000000001e-02 -2.5223400000000001e-01 -2.7650180000000002e-01 3.8871470000000002e-01
2.8999999999999998e-01 6.5913310000000003e-02 4.0098059999999997e+01 5.5265979999999998e-03 9.3910300000000002e-01 4.4798359999999998e-01 1.0002359999999999e+00 7.2734989999999999e-01 4.7249380000000002e-01 1.0063900000000001e-01 8.5511309999999995e+01 1.3473470000000001e+01 2.5823680000000002e-02 1.0029840000000000e-02 -2.1087310000000001e-02 -2.5380860000000000e-01 -2.7537309999999998e-01 3.8441249999999999e-01
2.9999999999999999e-01 6.5913310000000003e-02 4.0502879999999998e+01 5.5823940000000001e-03 9.3909319999999996e-01 4.4828319999999999e-01 1.0002320000000000e+00 7.2632750000000001e-01 4.7285410000000000e-01 1.0007820000000001e-01 8.5478440000000006e+01 1.3492179999999999e+01 2.5827559999999999e-02 1.0017130000000001e-02 -2.1060780000000001e-02 -2.5540140000000000e-01 -2.7418209999999998e-01 3.8011139999999999e-01
3.1000000000000000e-01 6.5913310000000003e-02 4.0912559999999999e+01 5.6388580000000001e-03 9.3908499999999995e-01 4.4859359999999998e-01 1.0002290000000000e+00 7.2551770000000004e-01 4.7321900000000000e-01 9.9616189999999993e-02 8.5445220000000006e+01 1.3508350000000000e+01 2.5831540000000000e-02 1.0003389999999999e-02 -2.1034480000000001e-02 -2.5701710000000000e-01 -2.7292250000000001e-01 3.7581880000000001e-01
3.2000000000000001e-01 6.5913310000000003e-02 4.1327320000000000e+01 5.6960240000000001e-03 9.3907799999999997e-01 4.4891290000000000e-01 1.0002260000000001e+00 7.2492550000000000e-01 4.7358689999999998e-01 9.9247810000000006e-02 8.5411730000000006e+01 1.3522349999999999e+01 2.5835569999999999e-02 9.9889909999999991e-03 -2.1008679999999998e-02 -2.5865349999999998e-01 -2.7160450000000003e-01 3.7154429999999999e-01
3.3000000000000002e-01 6.5913310000000003e-02 4.1745899999999999e+01 5.7537159999999999e-03 9.3907240000000003e-01 4.4923750000000001e-01 1.0002219999999999e+00 7.2454490000000005e-01 4.7395430000000000e-01 9.8965209999999998e-02 8.5378320000000002e+01 1.3534530000000000e+01 2.5838670000000001e-02 9.9740550000000008e-03 -2.0983630000000000e-02 -2.6029439999999998e-01 -2.7023510000000001e-01 3.6729509999999999e-01
3.4000000000000002e-01 6.5913310000000003e-02 4.2167819999999999e+01 5.8118670000000001e-03 9.3906820000000002e-01 4.4956259999999998e-01 1.0002190000000000e+00 7.2437090000000004e-01 4.7431689999999999e-01 9.8758020000000002e-02 8.5345399999999998e+01 1.3545470000000000e+01 2.5841469999999998e-02 9.9585750000000008e-03 -2.0959030000000000e-02 -2.6194620000000002e-01 -2.6881949999999999e-01 3.6307089999999997e-01
3.4999999999999998e-01 6.5913310000000003e-02 4.2592269999999999e+01 5.8703669999999996e-03 9.3906550000000000e-01 4.4988479999999997e-01 1.0002160000000000e+00 7.2439750000000003e-01 4.7467219999999999e-01 9.8611809999999994e-02 8.5313199999999995e+01 1.3555999999999999e+01 2.5844380000000000e-02 9.9422660000000000e-03 -2.0934609999999999e-02 -2.6361099999999998e-01 -2.6735930000000002e-01 3.5887059999999998e-01
3.5999999999999999e-01 6.5913310000000003e-02 4.3021169999999998e+01 5.9294810000000003e-03 9.3906420000000002e-01 4.5019890000000001e-01 1.0002130000000000e+00 7.2462930000000003e-01 4.7501460000000001e-01 9.8524490000000006e-02 8.5282179999999997e+01 1.3566350000000000e+01 2.5847459999999999e-02 9.9254879999999997e-03 -2.0909970000000000e-02 -2.6528620000000003e-01 -2.6586470000000001e-01 3.5469050000000002e-01
3.7000000000000000e-01 6.5913310000000003e-02 4.3454990000000002e+01 5.9892740000000002e-03 9.3906389999999995e-01 4.5050259999999998e-01 1.0002089999999999e+00 7.2507940000000004e-01 4.7534240000000000e-01 9.8487909999999998e-02 8.5252459999999999e+01 1.3577299999999999e+01 2.5849660000000000e-02 9.9083780000000007e-03 -2.0885839999999999e-02 -2.6695289999999999e-01 -2.6434310000000000e-01 3.5054580000000002e-01
3.8000000000000000e-01 6.5913310000000003e-02 4.3891959999999997e+01 6.0495000000000002e-03 9.3906529999999999e-01 4.5079750000000002e-01 1.0002059999999999e+00 7.2573790000000005e-01 4.7565780000000002e-01 9.8490670000000002e-02 8.5223910000000004e+01 1.3589440000000000e+01 2.5851260000000001e-02 9.8906020000000001e-03 -2.0861919999999999e-02 -2.6861160000000001e-01 -2.6279690000000000e-01 3.4643510000000000e-01
3.9000000000000001e-01 6.5913310000000003e-02 4.4333430000000000e+01 6.1103460000000000e-03 9.3906860000000003e-01 4.5108530000000002e-01 1.0002040000000001e+00 7.2660150000000001e-01 4.7596240000000001e-01 9.8541779999999995e-02 8.5196430000000007e+01 1.3602080000000001e+01 2.5852529999999999e-02 9.8717270000000003e-03 -2.0838140000000002e-02 -2.7026230000000001e-01 -2.6122689999999998e-01 3.4235800000000000e-01
4.0000000000000002e-01 6.5913310000000003e-02 4.4779220000000002e+01 6.1717880000000001e-03 9.3907330000000000e-01 4.5136779999999999e-01 1.0002009999999999e+00 7.2768040000000001e-01 4.7625760000000000e-01 9.8643439999999999e-02 8.5169799999999995e+01 1.3615259999999999e+01 2.5853089999999999e-02 9.8525660000000001e-03 -2.0815080000000000e-02 -2.7189419999999997e-01 -2.5965120000000003e-01 3.3832449999999997e-01
4.0999999999999998e-01 6.5913310000000003e-02 4.5229869999999998e+01 6.2339010000000000e-03 9.3907949999999996e-01 4.5164810000000000e-01 1.0001990000000001e+00 7.2897789999999996e-01 4.7654740000000001e-01 9.8788970000000004e-02 8.5143690000000007e+01 1.3629479999999999e+01 2.5853339999999999e-02 9.8332929999999999e-03 -2.0792419999999999e-02 -2.7350760000000002e-01 -2.5807849999999999e-01 3.3433160000000001e-01
4.1999999999999998e-01 6.5913310000000003e-02 4.5685360000000003e+01 6.2966799999999998e-03 9.3908749999999996e-01 4.5193139999999998e-01 1.0001960000000001e+00 7.3049960000000003e-01 4.7683700000000001e-01 9.8983089999999996e-02 8.5117639999999994e+01 1.3644530000000000e+01 2.5852489999999999e-02 9.8137120000000005e-03 -2.0770250000000001e-02 -2.7508680000000002e-01 -2.5651469999999998e-01 3.3038309999999999e-01
4.2999999999999999e-01 6.5913310000000003e-02 4.6144129999999997e+01 6.3599099999999999e-03 9.3909650000000000e-01 4.5221889999999998e-01 1.0001940000000000e+00 7.3225600000000002e-01 4.7712650000000001e-01 9.9241659999999995e-02 8.5091560000000001e+01 1.3659509999999999e+01 2.5851200000000001e-02 9.7956369999999994e-03 -2.0748929999999999e-02 -2.7663690000000002e-01 -2.5499319999999998e-01 3.2647830000000000e-01
4.4000000000000000e-01 6.5913310000000003e-02 4.6607070000000000e+01 6.4237160000000003e-03 9.3910729999999998e-01 4.5250699999999999e-01 1.0001910000000001e+00 7.3423700000000003e-01 4.7741180000000000e-01 9.9569270000000001e-02 8.5065920000000006e+01 1.3673909999999999e+01 2.5848929999999999e-02 9.7772120000000004e-03 -2.0728369999999999e-02 -2.7814460000000002e-01 -2.5349400000000000e-01 3.2261820000000002e-01
4.5000000000000001e-01 6.5913310000000003e-02 4.7072020000000002e+01 6.4877980000000003e-03 9.3911960000000005e-01 4.5279100000000000e-01 1.0001880000000001e+00 7.3644330000000002e-01 4.7768969999999999e-01 9.9941390000000005e-02 8.5040949999999995e+01 1.3689450000000001e+01 2.5845199999999999e-02 9.7585940000000006e-03 -2.0708020000000001e-02 -2.7959760000000000e-01 -2.5202849999999999e-01 3.1879469999999999e-01
4.6000000000000002e-01 6.5913310000000003e-02 4.7541339999999998e+01 6.5524829999999996e-03 9.3913290000000005e-01 4.5307120000000001e-01 1.0001850000000001e+00 7.3888730000000002e-01 4.7795890000000002e-01 1.0037699999999999e-01 8.5016720000000007e+01 1.3705040000000000e+01 2.5841670000000001e-02 9.7402840000000001e-03 -2.0688390000000001e-02 -2.8101830000000000e-01 -2.5060890000000002e-01 3.1501370000000001e-01
4.6999999999999997e-01 6.5913310000000003e-02 4.8015500000000003e+01 6.6178360000000002e-03 9.3914690000000001e-01 4.5334700000000000e-01 1.0001810000000000e+00 7.4157810000000002e-01 4.7821789999999997e-01 1.0089110000000000e-01 8.4993330000000000e+01 1.3719860000000001e+01 2.5838170000000001e-02 9.7233210000000000e-03 -2.0669880000000002e-02 -2.8239890000000001e-01 -2.4925629999999999e-01 3.1127850000000001e-01
4.7999999999999998e-01 6.5913310000000003e-02 4.8494280000000003e+01 6.6838239999999997e-03 9.3916239999999995e-01 4.5361590000000002e-01 1.0001760000000000e+00 7.4450090000000002e-01 4.7846250000000001e-01 1.0150280000000000e-01 8.4971230000000006e+01 1.3732370000000000e+01 2.5834400000000000e-02 9.7069370000000006e-03 -2.0652219999999999e-02 -2.8373169999999998e-01 -2.4796520000000000e-01 3.0758340000000001e-01
4.8999999999999999e-01 6.5913310000000003e-02 4.8974460000000001e+01 6.7500060000000002e-03 9.3917980000000001e-01 4.5387139999999998e-01 1.0001730000000000e+00 7.4762600000000001e-01 4.7868830000000001e-01 1.0217960000000000e-01 8.4950900000000004e+01 1.3744260000000001e+01 2.5829970000000001e-02 9.6912509999999997e-03 -2.0634349999999999e-02 -2.8500880000000001e-01 -2.4674180000000001e-01 3.0390810000000001e-01
5.0000000000000000e-01 6.5913310000000003e-02 4.9457960000000000e+01 6.8166460000000000e-03 9.3919889999999995e-01 4.5411240000000003e-01 1.0001700000000000e+00 7.5094030000000001e-01 4.7889359999999997e-01 1.0292730000000000e-01 8.4932460000000006e+01 1.3754960000000001e+01 2.5823889999999999e-02 9.6765489999999996e-03 -2.0616770000000000e-02 -2.8621150000000001e-01 -2.4559449999999999e-01 3.0025689999999999e-01
5.1000000000000001e-01 6.5913310000000003e-02 4.9942250000000001e+01 6.8833940000000001e-03 9.3921990000000000e-01 4.5433849999999998e-01 1.0001679999999999e+00 7.5442430000000005e-01 4.7907909999999998e-01 1.0372840000000000e-01 8.4915840000000003e+01 1.3765309999999999e+01 2.5815390000000001e-02 9.6632239999999998e-03 -2.0599599999999999e-02 -2.8732410000000003e-01 -2.4453059999999999e-01 2.9662559999999999e-01
5.2000000000000002e-01 6.5913319999999997e-02 5.0431710000000002e+01 6.9508540000000002e-03 9.3924249999999998e-01 4.5454729999999999e-01 1.0001670000000000e+00 7.5805670000000003e-01 4.7924319999999998e-01 1.0457080000000001e-01 8.4901179999999997e+01 1.3775760000000000e+01 2.5806240000000001e-02 9.6503300000000004e-03 -2.0583850000000001e-02 -2.8836750000000000e-01 -2.4353690000000000e-01 2.9301929999999998e-01
5.3000000000000003e-01 6.5913319999999997e-02 5.0923589999999997e+01 7.0186490000000001e-03 9.3926549999999998e-01 4.5473880000000000e-01 1.0001650000000000e+00 7.6183350000000005e-01 4.7938720000000001e-01 1.0543619999999999e-01 8.4888239999999996e+01 1.3787470000000001e+01 2.5795940000000000e-02 9.6385670000000007e-03 -2.0568730000000000e-02 -2.8933160000000002e-01 -2.4262210000000001e-01 2.8942550000000000e-01
5.4000000000000004e-01 6.5913319999999997e-02 5.1419680000000000e+01 7.0870229999999996e-03 9.3928909999999999e-01 4.5491799999999999e-01 1.0001629999999999e+00 7.6573020000000003e-01 4.7951500000000002e-01 1.0634340000000000e-01 8.4876750000000001e+01 1.3798750000000000e+01 2.5784430000000001e-02 9.6276390000000003e-03 -2.0553820000000000e-02 -2.9021059999999999e-01 -2.4178050000000001e-01 2.8583199999999997e-01
5.5000000000000004e-01 6.5913319999999997e-02 5.1912770000000002e+01 7.1549850000000000e-03 9.3931339999999997e-01 4.5508369999999998e-01 1.0001599999999999e+00 7.6972810000000003e-01 4.7962759999999999e-01 1.0726090000000001e-01 8.4866579999999999e+01 1.3811340000000000e+01 2.5770789999999998e-02 9.6154520000000000e-03 -2.0540300000000001e-02 -2.9098550000000001e-01 -2.4098140000000001e-01 2.8224929999999998e-01
5.6000000000000005e-01 6.5913319999999997e-02 5.2410290000000003e+01 7.2235570000000002e-03 9.3933869999999997e-01 4.5523619999999998e-01 1.0001590000000000e+00 7.7379010000000004e-01 4.7972490000000001e-01 1.0819579999999999e-01 8.4857849999999999e+01 1.3824109999999999e+01 2.5756080000000001e-02 9.6027290000000008e-03 -2.0528310000000001e-02 -2.9166609999999998e-01 -2.4023010000000000e-01 2.7867370000000002e-01
5.6999999999999995e-01 6.5913319999999997e-02 5.2913870000000003e+01 7.2929630000000004e-03 9.3936410000000004e-01 4.5538020000000001e-01 1.0001570000000000e+00 7.7791849999999996e-01 4.7980990000000001e-01 1.0917730000000000e-01 8.4850170000000006e+01 1.3835260000000000e+01 2.5740699999999998e-02 9.5902220000000007e-03 -2.0516619999999999e-02 -2.9225319999999999e-01 -2.3953459999999999e-01 2.7508189999999999e-01
5.7999999999999996e-01 6.5913330000000006e-02 5.3420969999999997e+01 7.3628560000000001e-03 9.3938999999999995e-01 4.5551029999999998e-01 1.0001549999999999e+00 7.8208230000000001e-01 4.7987960000000002e-01 1.1016130000000000e-01 8.4843860000000006e+01 1.3847049999999999e+01 2.5724549999999999e-02 9.5772359999999994e-03 -2.0504689999999999e-02 -2.9274090000000003e-01 -2.3888260000000000e-01 2.7146229999999999e-01
5.8999999999999997e-01 6.5913330000000006e-02 5.3929029999999997e+01 7.4328800000000002e-03 9.3941629999999998e-01 4.5562900000000001e-01 1.0001540000000000e+00 7.8626039999999997e-01 4.7993590000000003e-01 1.1116460000000000e-01 8.4838780000000000e+01 1.3858060000000000e+01 2.5707600000000001e-02 9.5644300000000005e-03 -2.0492460000000001e-02 -2.9312339999999998e-01 -2.3827930000000000e-01 2.6780710000000002e-01
5.9999999999999998e-01 6.5913330000000006e-02 5.4439270000000000e+01 7.5032049999999998e-03 9.3944320000000003e-01 4.5574140000000002e-01 1.0001530000000001e+00 7.9042959999999995e-01 4.7998310000000000e-01 1.1220070000000000e-01 8.4834569999999999e+01 1.3867070000000000e+01 2.5688710000000000e-02 9.5523689999999998e-03 -2.0480390000000001e-02 -2.9337839999999998e-01 -2.3772769999999999e-01 2.6411859999999998e-01
6.0999999999999999e-01 6.5913340000000001e-02 5.4953209999999999e+01 7.5740399999999998e-03 9.3947069999999999e-01 4.5585239999999999e-01 1.0001540000000000e+00 7.9458160000000000e-01 4.8002349999999999e-01 1.1331250000000000e-01 8.4831019999999995e+01 1.3871350000000000e+01 2.5668560000000000e-02 9.5399339999999999e-03 -2.0468380000000001e-02 -2.9350779999999999e-01 -2.3721010000000001e-01 2.6039580000000001e-01
6.2000000000000000e-01 6.5913340000000001e-02 5.5469610000000003e+01 7.6452140000000000e-03 9.3949780000000005e-01 4.5595350000000001e-01 1.0001540000000000e+00 7.9870750000000001e-01 4.8005029999999999e-01 1.1446650000000000e-01 8.4828659999999999e+01 1.3872920000000001e+01 2.5647349999999999e-02 9.5275840000000004e-03 -2.0455609999999999e-02 -2.9351139999999998e-01 -2.3673130000000001e-01 2.5662620000000003e-01
6.3000000000000000e-01 6.5913340000000001e-02 5.5991999999999997e+01 7.7172140000000000e-03 9.3952510000000000e-01 4.5604699999999998e-01 1.0001540000000000e+00 8.0279489999999998e-01 4.8006450000000001e-01 1.1568489999999999e-01 8.4827439999999996e+01 1.3870290000000001e+01 2.5626340000000001e-02 9.5138240000000006e-03 -2.0441109999999998e-02 -2.9340610000000000e-01 -2.3626710000000001e-01 2.5279160000000001e-01
6.4000000000000001e-01 6.5913349999999996e-02 5.6518279999999997e+01 7.7897490000000003e-03 9.3955089999999997e-01 4.5613009999999998e-01 1.0001530000000001e+00 8.0685540000000000e-01 4.8006500000000002e-01 1.1693919999999999e-01 8.4827320000000000e+01 1.3865480000000000e+01 2.5605639999999999e-02 9.5007970000000001e-03 -2.0427140000000000e-02 -2.9319000000000001e-01 -2.3584310000000000e-01 2.4892460000000000e-01
6.5000000000000002e-01 6.5913349999999996e-02 5.7047870000000003e+01 7.8627409999999995e-03 9.3957639999999998e-01 4.5621299999999998e-01 1.0001519999999999e+00 8.1088039999999995e-01 4.8005870000000000e-01 1.1828500000000000e-01 8.4827770000000001e+01 1.3855150000000000e+01 2.5583399999999999e-02 9.4886499999999995e-03 -2.0413819999999999e-02 -2.9283769999999998e-01 -2.3546270000000000e-01 2.4502810000000000e-01
6.6000000000000003e-01 6.5913360000000004e-02 5.7577599999999997e+01 7.9357520000000008e-03 9.3960109999999997e-01 4.5630029999999999e-01 1.0001500000000001e+00 8.1488450000000001e-01 4.8005110000000001e-01 1.1971650000000000e-01 8.4828280000000007e+01 1.3840070000000001e+01 2.5556050000000000e-02 9.4760049999999992e-03 -2.0400900000000000e-02 -2.9230060000000002e-01 -2.3510300000000001e-01 2.4110290000000001e-01
6.7000000000000004e-01 6.5913360000000004e-02 5.8104199999999999e+01 8.0083320000000000e-03 9.3962590000000001e-01 4.5638620000000002e-01 1.0001490000000000e+00 8.1883419999999996e-01 4.8003970000000001e-01 1.2118270000000000e-01 8.4829229999999995e+01 1.3822760000000001e+01 2.5526750000000001e-02 9.4633059999999995e-03 -2.0387740000000001e-02 -2.9161710000000002e-01 -2.3476680000000000e-01 2.3714009999999999e-01
6.8000000000000005e-01 6.5913360000000004e-02 5.8629159999999999e+01 8.0806850000000006e-03 9.3965230000000000e-01 4.5646740000000002e-01 1.0001500000000001e+00 8.2269320000000001e-01 4.8002509999999998e-01 1.2262049999999999e-01 8.4830609999999993e+01 1.3806250000000000e+01 2.5494900000000001e-02 9.4510859999999992e-03 -2.0374710000000001e-02 -2.9077700000000001e-01 -2.3445690000000000e-01 2.3315250000000001e-01
6.8999999999999995e-01 6.5913369999999999e-02 5.9149999999999999e+01 8.1524709999999997e-03 9.3967820000000002e-01 4.5655590000000001e-01 1.0001519999999999e+00 8.2647079999999995e-01 4.8001559999999999e-01 1.2409900000000000e-01 8.4831599999999995e+01 1.3786770000000001e+01 2.5462849999999999e-02 9.4389629999999999e-03 -2.0362519999999999e-02 -2.8980560000000000e-01 -2.3416509999999999e-01 2.2915230000000000e-01
6.9999999999999996e-01 6.5913369999999999e-02 5.9675040000000003e+01 8.2248370000000005e-03 9.3970410000000004e-01 4.5664929999999998e-01 1.0001540000000000e+00 8.3016529999999999e-01 4.8001129999999997e-01 1.2557550000000001e-01 8.4832099999999997e+01 1.3766750000000000e+01 2.5430379999999999e-02 9.4289430000000004e-03 -2.0350910000000000e-02 -2.8869450000000002e-01 -2.3391439999999999e-01 2.2513659999999999e-01
7.0999999999999996e-01 6.5913369999999999e-02 6.0198900000000002e+01 8.2970379999999996e-03 9.3972999999999995e-01 4.5674910000000002e-01 1.0001560000000000e+00 8.3376240000000001e-01 4.8001260000000001e-01 1.2707240000000000e-01 8.4832210000000003e+01 1.3744719999999999e+01 2.5395720000000000e-02 9.4195779999999996e-03 -2.0340210000000001e-02 -2.8741499999999998e-01 -2.3367800000000000e-01 2.2111700000000001e-01
7.1999999999999997e-01 6.5913369999999999e-02 6.0715550000000000e+01 8.3682459999999993e-03 9.3975460000000000e-01 4.5685979999999998e-01 1.0001580000000001e+00 8.3728820000000004e-01 4.8002390000000000e-01 1.2859090000000001e-01 8.4831350000000000e+01 1.3721109999999999e+01 2.5359890000000000e-02 9.4094729999999998e-03 -2.0329509999999999e-02 -2.8598570000000001e-01 -2.3343269999999999e-01 2.1708379999999999e-01
